Gene.stable.ID	Protein.stable.ID	Transcript.stable.ID	Gene.name	depth
ENSG00000141485	ENSP00000406220	ENST00000433363	SLC13A5	1323
ENSG00000141497	ENSP00000391742	ENST00000433935	ZMYND15	121
ENSG00000141499	ENSP00000379727	ENST00000396463	WRAP53	188
ENSG00000141503	ENSP00000347427	ENST00000355280	MINK1	616
ENSG00000141504	ENSP00000269298	ENST00000269298	SAT2	676
ENSG00000141505	ENSP00000269299	ENST00000269299	ASGR1	98
ENSG00000141506	ENSP00000392812	ENST00000447110	PIK3R5	483
ENSG00000141510	ENSP00000269305	ENST00000269305	TP53	666
ENSG00000141519	ENSP00000380679	ENST00000397545	CCDC40	193
ENSG00000141522	ENSP00000269321	ENST00000269321	ARHGDIA	578
ENSG00000141524	ENSP00000465261	ENST00000590602	TMC6	1128
ENSG00000141526	ENSP00000462405	ENST00000582743	SLC16A3	251
ENSG00000141527	ENSP00000498071	ENST00000648509	CARD14	184
ENSG00000141540	ENSP00000269346	ENST00000269346	TTYH2	728
ENSG00000141542	ENSP00000461785	ENST00000571995	RAB40B	173
ENSG00000141543	ENSP00000497641	ENST00000649764	EIF4A3	229
ENSG00000141551	ENSP00000324464	ENST00000314028	CSNK1D	533
ENSG00000141552	ENSP00000339695	ENST00000344877	ANAPC11	170
ENSG00000141556	ENSP00000347719	ENST00000355528	TBCD	204
ENSG00000141560	ENSP00000269373	ENST00000269373	FN3KRP	318
ENSG00000141562	ENSP00000309899	ENST00000309794	NARF	687
ENSG00000141564	ENSP00000307272	ENST00000306801	RPTOR	214
ENSG00000141568	ENSP00000335677	ENST00000335255	FOXK2	274
ENSG00000141569	ENSP00000269383	ENST00000269383	TRIM65	100
ENSG00000141570	ENSP00000269385	ENST00000269385	CBX8	268
ENSG00000141574	ENSP00000269389	ENST00000269389	SECTM1	102
ENSG00000141576	ENSP00000269391	ENST00000269391	RNF157	422
ENSG00000141577	ENSP00000393583	ENST00000450824	CEP131	185
ENSG00000141579	ENSP00000269394	ENST00000269394	ZNF750	476
ENSG00000141580	ENSP00000376139	ENST00000392325	WDR45B	211
ENSG00000141582	ENSP00000269397	ENST00000269397	CBX4	268
ENSG00000141622	ENSP00000269439	ENST00000269439	RNF165	263
ENSG00000141627	ENSP00000501694	ENST00000675505	DYM	208
ENSG00000141639	ENSP00000383234	ENST00000400384	MAPK4	196
ENSG00000141642	ENSP00000269466	ENST00000269466	ELAC1	193
ENSG00000141644	ENSP00000269468	ENST00000269468	MBD1	787
ENSG00000141646	ENSP00000341551	ENST00000342988	SMAD4	274
ENSG00000141655	ENSP00000465500	ENST00000586569	TNFRSF11A	125
ENSG00000141664	ENSP00000269499	ENST00000269499	ZCCHC2	458
ENSG00000141665	ENSP00000393154	ENST00000419743	FBXO15	236
ENSG00000141668	ENSP00000269503	ENST00000269503	CBLN2	229
ENSG00000141682	ENSP00000326119	ENST00000316660	PMAIP1	50
ENSG00000141696	ENSP00000377505	ENST00000393928	P3H4	451
ENSG00000141698	ENSP00000389948	ENST00000435506	NT5C3B	474
ENSG00000141699	ENSP00000309432	ENST00000309428	RETREG3	106
ENSG00000141736	ENSP00000269571	ENST00000269571	ERBB2	201
ENSG00000141738	ENSP00000310771	ENST00000309156	GRB7	191
ENSG00000141741	ENSP00000377778	ENST00000394231	MIEN1	201
ENSG00000141744	ENSP00000269582	ENST00000269582	PNMT	582
ENSG00000141748	ENSP00000269586	ENST00000269586	ARL5C	81
ENSG00000141750	ENSP00000327509	ENST00000333461	STAC2	659
ENSG00000141753	ENSP00000269593	ENST00000269593	IGFBP4	184
ENSG00000141756	ENSP00000317232	ENST00000321562	FKBP10	266
ENSG00000141759	ENSP00000269601	ENST00000269601	TXNL4A	443
ENSG00000141837	ENSP00000353362	ENST00000360228	CACNA1A	288
ENSG00000141854	ENSP00000269720	ENST00000269720	MISP3	246
ENSG00000141858	ENSP00000431971	ENST00000533683	SAMD1	194
ENSG00000141867	ENSP00000506350	ENST00000679869	BRD4	192
ENSG00000141873	ENSP00000269740	ENST00000269740	SLC39A3	187
ENSG00000141905	ENSP00000396843	ENST00000443272	NFIC	941
ENSG00000141933	ENSP00000352265	ENST00000359315	TPGS1	162
ENSG00000141934	ENSP00000388565	ENST00000434325	PLPP2	267
ENSG00000141946	ENSP00000269834	ENST00000269834	ZIM3	27
ENSG00000141956	ENSP00000381556	ENST00000398548	PRDM15	214
ENSG00000141959	ENSP00000269848	ENST00000349048	PFKL	207
ENSG00000141965	ENSP00000269856	ENST00000269856	FEM1A	185
ENSG00000141968	ENSP00000472929	ENST00000602142	VAV1	223
ENSG00000141971	ENSP00000324810	ENST00000317040	MVB12A	187
ENSG00000141977	ENSP00000269878	ENST00000269878	CIB3	186
ENSG00000141985	ENSP00000269886	ENST00000269886	SH3GL1	388
ENSG00000141994	ENSP00000311977	ENST00000309061	DUS3L	194
ENSG00000142002	ENSP00000262960	ENST00000262960	DPP9	250
ENSG00000142025	ENSP00000269945	ENST00000269945	DMRTC2	94
ENSG00000142039	ENSP00000269967	ENST00000269967	CCDC97	179
ENSG00000142046	ENSP00000375859	ENST00000392002	TMEM91	642
ENSG00000142065	ENSP00000270001	ENST00000270001	ZFP14	93
ENSG00000142082	ENSP00000372191	ENST00000382743	SIRT3	197
ENSG00000142089	ENSP00000382707	ENST00000399808	IFITM3	921
ENSG00000142102	ENSP00000387185	ENST00000409548	PGGHG	189
ENSG00000142149	ENSP00000270112	ENST00000270112	HUNK	138
ENSG00000142156	ENSP00000355180	ENST00000361866	COL6A1	114
ENSG00000142166	ENSP00000270139	ENST00000270139	IFNAR1	226
ENSG00000142168	ENSP00000270142	ENST00000270142	SOD1	234
ENSG00000142173	ENSP00000300527	ENST00000300527	COL6A2	280
ENSG00000142178	ENSP00000270162	ENST00000270162	SIK1	258
ENSG00000142182	ENSP00000486001	ENST00000628202	DNMT3L	96
ENSG00000142185	ENSP00000381023	ENST00000397928	TRPM2	248
ENSG00000142186	ENSP00000270176	ENST00000270176	SCYL1	181
ENSG00000142188	ENSP00000439768	ENST00000542230	TMEM50B	197
ENSG00000142192	ENSP00000284981	ENST00000346798	APP	677
ENSG00000142197	ENSP00000382104	ENST00000399151	DOP1B	458
ENSG00000142207	ENSP00000372199	ENST00000382751	URB1	195
ENSG00000142208	ENSP00000497822	ENST00000649815	AKT1	222
ENSG00000142224	ENSP00000499459	ENST00000659997	IL19	635
ENSG00000142227	ENSP00000270221	ENST00000270221	EMP3	957
ENSG00000142230	ENSP00000270225	ENST00000270225	SAE1	222
ENSG00000142233	ENSP00000270235	ENST00000270235	NTN5	101
ENSG00000142235	ENSP00000472020	ENST00000600059	LMTK3	404
ENSG00000142252	ENSP00000270257	ENST00000270257	GEMIN7	183
ENSG00000142273	ENSP00000494162	ENST00000647358	CBLC	86
ENSG00000142279	ENSP00000466953	ENST00000590071	WTIP	198
ENSG00000142303	ENSP00000471851	ENST00000597188	ADAMTS10	218
ENSG00000142319	ENSP00000270349	ENST00000270349	SLC6A3	161
ENSG00000142327	ENSP00000270357	ENST00000270357	RNPEPL1	179
ENSG00000142330	ENSP00000375844	ENST00000391984	CAPN10	190
ENSG00000142347	ENSP00000494550	ENST00000644032	MYO1F	218
ENSG00000142396	ENSP00000489018	ENST00000413518	ERVK3-1	7
ENSG00000142405	ENSP00000319377	ENST00000324134	NLRP12	186
ENSG00000142408	ENSP00000270458	ENST00000270458	CACNG8	1009
ENSG00000142409	ENSP00000478557	ENST00000610935	ZNF787	70
ENSG00000142444	ENSP00000270502	ENST00000270502	TIMM29	194
ENSG00000142449	ENSP00000470498	ENST00000600128	FBN3	659
ENSG00000142453	ENSP00000325690	ENST00000327064	CARM1	216
ENSG00000142459	ENSP00000270530	ENST00000270530	EVI5L	416
ENSG00000142484	ENSP00000270560	ENST00000270560	TM4SF5	1186
ENSG00000142494	ENSP00000270570	ENST00000270570	SLC47A1	91
ENSG00000142507	ENSP00000270586	ENST00000270586	PSMB6	234
ENSG00000142511	ENSP00000270590	ENST00000270590	GPR32	1060
ENSG00000142512	ENSP00000345243	ENST00000339313	SIGLEC10	792
ENSG00000142513	ENSP00000270593	ENST00000270593	ACP4	142
ENSG00000142515	ENSP00000314151	ENST00000326003	KLK3	1355
ENSG00000142528	ENSP00000270617	ENST00000270617	ZNF473	122
ENSG00000142530	ENSP00000472421	ENST00000600100	FAM71E1	103
ENSG00000142534	ENSP00000270625	ENST00000270625	RPS11	297
ENSG00000142538	ENSP00000270631	ENST00000270631	PTH2	149
ENSG00000142541	ENSP00000375730	ENST00000391857	RPL13A	366
ENSG00000142544	ENSP00000390011	ENST00000421832	CTU1	12
ENSG00000142546	ENSP00000470034	ENST00000596358	NOSIP	201
ENSG00000142549	ENSP00000270642	ENST00000270642	IGLON5	192
ENSG00000142552	ENSP00000270645	ENST00000270645	RCN3	10
ENSG00000142556	ENSP00000270649	ENST00000270649	ZNF614	74
ENSG00000142583	ENSP00000366641	ENST00000377424	SLC2A5	225
ENSG00000142599	ENSP00000383700	ENST00000400908	RERE	462
ENSG00000142606	ENSP00000367668	ENST00000378412	MMEL1	198
ENSG00000142609	ENSP00000417061	ENST00000493964	CFAP74	174
ENSG00000142611	ENSP00000270722	ENST00000270722	PRDM16	122
ENSG00000142615	ENSP00000352639	ENST00000359621	CELA2A	1417
ENSG00000142619	ENSP00000364609	ENST00000375460	PADI3	627
ENSG00000142621	ENSP00000506973	ENST00000683790	FHAD1	273
ENSG00000142623	ENSP00000364620	ENST00000375471	PADI1	627
ENSG00000142627	ENSP00000351209	ENST00000358432	EPHA2	123
ENSG00000142632	ENSP00000270747	ENST00000270747	ARHGEF19	1251
ENSG00000142634	ENSP00000365147	ENST00000375980	EFHD2	388
ENSG00000142655	ENSP00000349016	ENST00000356607	PEX14	204
ENSG00000142657	ENSP00000270776	ENST00000270776	PGD	176
ENSG00000142661	ENSP00000363557	ENST00000374434	MYOM3	192
ENSG00000142669	ENSP00000270792	ENST00000270792	SH3BGRL3	234
ENSG00000142675	ENSP00000354609	ENST00000361530	CNKSR1	201
ENSG00000142676	ENSP00000496250	ENST00000643754	RPL11	300
ENSG00000142677	ENSP00000270800	ENST00000270800	IL22RA1	113
ENSG00000142684	ENSP00000363384	ENST00000374266	ZNF593	193
ENSG00000142686	ENSP00000425166	ENST00000270815	C1orf216	112
ENSG00000142687	ENSP00000318406	ENST00000325722	KIAA0319L	209
ENSG00000142694	ENSP00000507013	ENST00000490466	EVA1B	514
ENSG00000142698	ENSP00000435634	ENST00000488417	C1orf94	103
ENSG00000142700	ENSP00000383909	ENST00000404795	DMRTA2	181
ENSG00000142731	ENSP00000270861	ENST00000270861	PLK4	218
ENSG00000142733	ENSP00000350195	ENST00000357582	MAP3K6	190
ENSG00000142748	ENSP00000270879	ENST00000270879	FCN3	49
ENSG00000142751	ENSP00000363250	ENST00000374135	GPN2	619
ENSG00000142765	ENSP00000481032	ENST00000616558	SYTL1	175
ENSG00000142784	ENSP00000317971	ENST00000319394	WDTC1	919
ENSG00000142789	ENSP00000290122	ENST00000290122	CELA3A	1417
ENSG00000142794	ENSP00000316782	ENST00000318249	NBPF3	295
ENSG00000142798	ENSP00000363827	ENST00000374695	HSPG2	175
ENSG00000142856	ENSP00000271002	ENST00000271002	ITGB3BP	119
ENSG00000142864	ENSP00000354591	ENST00000361219	SERBP1	469
ENSG00000142867	ENSP00000498104	ENST00000648566	BCL10	100
ENSG00000142871	ENSP00000398736	ENST00000451137	CCN1	359
ENSG00000142875	ENSP00000359719	ENST00000370685	PRKACB	99
ENSG00000142892	ENSP00000359848	ENST00000370812	PIGK	218
ENSG00000142910	ENSP00000271064	ENST00000271064	TINAGL1	191
ENSG00000142920	ENSP00000294517	ENST00000294517	AZIN2	801
ENSG00000142937	ENSP00000379888	ENST00000396651	RPS8	326
ENSG00000142945	ENSP00000361298	ENST00000372224	KIF2C	289
ENSG00000142949	ENSP00000353030	ENST00000359947	PTPRF	310
ENSG00000142959	ENSP00000361281	ENST00000372207	BEST4	182
ENSG00000142961	ENSP00000315113	ENST00000319928	MOB3C	540
ENSG00000142973	ENSP00000360991	ENST00000371923	CYP4B1	102
ENSG00000143001	ENSP00000360315	ENST00000371268	TMEM61	102
ENSG00000143006	ENSP00000360500	ENST00000371445	DMRTB1	110
ENSG00000143013	ENSP00000359575	ENST00000370544	LMO4	208
ENSG00000143028	ENSP00000358888	ENST00000369872	SYPL2	1078
ENSG00000143032	ENSP00000359474	ENST00000370445	BARHL2	204
ENSG00000143033	ENSP00000359321	ENST00000370298	MTF2	616
ENSG00000143036	ENSP00000271227	ENST00000271227	SLC44A3	127
ENSG00000143061	ENSP00000358498	ENST00000369486	IGSF3	308
ENSG00000143067	ENSP00000396857	ENST00000421812	ZNF697	91
ENSG00000143079	ENSP00000271277	ENST00000271277	CTTNBP2NL	1008
ENSG00000143093	ENSP00000358810	ENST00000369795	STRIP1	409
ENSG00000143105	ENSP00000358786	ENST00000369771	KCNA10	256
ENSG00000143106	ENSP00000271308	ENST00000271308	PSMA5	213
ENSG00000143107	ENSP00000359034	ENST00000370017	FNDC7	293
ENSG00000143110	ENSP00000358732	ENST00000369718	C1orf162	78
ENSG00000143119	ENSP00000271324	ENST00000271324	CD53	222
ENSG00000143125	ENSP00000271331	ENST00000271331	PROK1	118
ENSG00000143126	ENSP00000271332	ENST00000271332	CELSR2	205
ENSG00000143127	ENSP00000358310	ENST00000369304	ITGA10	200
ENSG00000143147	ENSP00000506967	ENST00000682931	GPR161	209
ENSG00000143149	ENSP00000346827	ENST00000354775	ALDH9A1	135
ENSG00000143153	ENSP00000356789	ENST00000367815	ATP1B1	1221
ENSG00000143155	ENSP00000356807	ENST00000367833	TIPRL	221
ENSG00000143156	ENSP00000356785	ENST00000367811	NME7	185
ENSG00000143157	ENSP00000356850	ENST00000367876	POGK	238
ENSG00000143158	ENSP00000271373	ENST00000271373	MPC2	257
ENSG00000143162	ENSP00000359540	ENST00000370509	CREG1	378
ENSG00000143164	ENSP00000311949	ENST00000312263	DCAF6	919
ENSG00000143167	ENSP00000356842	ENST00000367868	GPA33	235
ENSG00000143171	ENSP00000352900	ENST00000359842	RXRG	125
ENSG00000143178	ENSP00000356795	ENST00000367821	TBX19	181
ENSG00000143179	ENSP00000356853	ENST00000367879	UCK2	1082
ENSG00000143183	ENSP00000356856	ENST00000367881	TMCO1	198
ENSG00000143184	ENSP00000356792	ENST00000367818	XCL1	1220
ENSG00000143185	ENSP00000356793	ENST00000367819	XCL2	1220
ENSG00000143190	ENSP00000356840	ENST00000367866	POU2F1	240
ENSG00000143194	ENSP00000356846	ENST00000367872	MAEL	129
ENSG00000143195	ENSP00000271417	ENST00000271417	ILDR2	726
ENSG00000143196	ENSP00000356791	ENST00000367817	DPT	253
ENSG00000143198	ENSP00000356864	ENST00000367889	MGST3	209
ENSG00000143199	ENSP00000356825	ENST00000367851	ADCY10	103
ENSG00000143207	ENSP00000356641	ENST00000367669	COP1	218
ENSG00000143217	ENSP00000356991	ENST00000368012	NECTIN4	262
ENSG00000143222	ENSP00000356982	ENST00000368003	UFC1	207
ENSG00000143224	ENSP00000356978	ENST00000367999	PPOX	196
ENSG00000143226	ENSP00000271450	ENST00000271450	FCGR2A	682
ENSG00000143228	ENSP00000271452	ENST00000271452	NUF2	199
ENSG00000143248	ENSP00000319308	ENST00000313961	RGS5	217
ENSG00000143252	ENSP00000356953	ENST00000367975	SDHC	243
ENSG00000143256	ENSP00000356989	ENST00000368010	PFDN2	216
ENSG00000143257	ENSP00000356962	ENST00000367983	NR1I3	118
ENSG00000143258	ENSP00000356981	ENST00000368002	USP21	262
ENSG00000143278	ENSP00000356382	ENST00000367412	F13B	505
ENSG00000143294	ENSP00000271526	ENST00000271526	PRCC	200
ENSG00000143297	ENSP00000354691	ENST00000361835	FCRL5	966
ENSG00000143303	ENSP00000357199	ENST00000368216	RRNAD1	391
ENSG00000143314	ENSP00000354525	ENST00000361531	MRPL24	199
ENSG00000143315	ENSP00000357069	ENST00000368090	PIGM	168
ENSG00000143318	ENSP00000357057	ENST00000368078	CASQ1	539
ENSG00000143319	ENSP00000357202	ENST00000368219	ISG20L2	188
ENSG00000143320	ENSP00000357205	ENST00000368222	CRABP2	269
ENSG00000143321	ENSP00000349878	ENST00000357325	HDGF	206
ENSG00000143322	ENSP00000427562	ENST00000502732	ABL2	415
ENSG00000143324	ENSP00000356562	ENST00000367590	XPR1	196
ENSG00000143333	ENSP00000356529	ENST00000367558	RGS16	303
ENSG00000143337	ENSP00000476687	ENST00000606911	TOR1AIP1	384
ENSG00000143340	ENSP00000354891	ENST00000341785	FAM163A	256
ENSG00000143341	ENSP00000271588	ENST00000271588	HMCN1	300
ENSG00000143344	ENSP00000354097	ENST00000360851	RGL1	212
ENSG00000143353	ENSP00000355895	ENST00000366928	LYPLAL1	171
ENSG00000143355	ENSP00000356357	ENST00000367387	LHX9	212
ENSG00000143363	ENSP00000271620	ENST00000271620	PRUNE1	223
ENSG00000143365	ENSP00000327025	ENST00000318247	RORC	115
ENSG00000143367	ENSP00000357842	ENST00000368849	TUFT1	739
ENSG00000143368	ENSP00000271628	ENST00000271628	SF3B4	218
ENSG00000143369	ENSP00000358043	ENST00000369047	ECM1	207
ENSG00000143373	ENSP00000336620	ENST00000336715	ZNF687	271
ENSG00000143374	ENSP00000358060	ENST00000369064	TARS2	97
ENSG00000143375	ENSP00000271636	ENST00000271636	CGN	415
ENSG00000143376	ENSP00000400333	ENST00000458013	SNX27	608
ENSG00000143379	ENSP00000271640	ENST00000271640	SETDB1	219
ENSG00000143382	ENSP00000271643	ENST00000271643	ADAMTSL4	141
ENSG00000143384	ENSP00000358022	ENST00000369026	MCL1	788
ENSG00000143387	ENSP00000271651	ENST00000271651	CTSK	232
ENSG00000143390	ENSP00000389130	ENST00000452671	RFX5	977
ENSG00000143393	ENSP00000357867	ENST00000368873	PI4KB	276
ENSG00000143398	ENSP00000357883	ENST00000368888	PIP5K1A	265
ENSG00000143401	ENSP00000463154	ENST00000583931	ANP32E	904
ENSG00000143409	ENSP00000507359	ENST00000683666	MINDY1	413
ENSG00000143412	ENSP00000357943	ENST00000368947	ANXA9	96
ENSG00000143416	ENSP00000357861	ENST00000368868	SELENBP1	272
ENSG00000143418	ENSP00000357950	ENST00000368954	CERS2	1460
ENSG00000143420	ENSP00000358010	ENST00000369014	ENSA	246
ENSG00000143434	ENSP00000357910	ENST00000368914	SEMA6C	271
ENSG00000143436	ENSP00000357823	ENST00000368830	MRPL9	192
ENSG00000143437	ENSP00000351407	ENST00000358595	ARNT	212
ENSG00000143442	ENSP00000271715	ENST00000271715	POGZ	131
ENSG00000143443	ENSP00000357922	ENST00000368926	C1orf56	86
ENSG00000143450	ENSP00000383784	ENST00000400999	OAZ3	108
ENSG00000143452	ENSP00000355167	ENST00000361824	HORMAD1	403
ENSG00000143457	ENSP00000271732	ENST00000271732	GOLPH3L	454
ENSG00000143458	ENSP00000357914	ENST00000368918	GABPB2	167
ENSG00000143469	ENSP00000489897	ENST00000637265	SYT14	199
ENSG00000143473	ENSP00000271751	ENST00000271751	KCNH1	270
ENSG00000143476	ENSP00000355958	ENST00000366991	DTL	204
ENSG00000143479	ENSP00000356076	ENST00000367109	DYRK3	193
ENSG00000143486	ENSP00000271764	ENST00000271764	EIF2D	204
ENSG00000143493	ENSP00000355961	ENST00000366994	INTS7	203
ENSG00000143494	ENSP00000428324	ENST00000517399	VASH2	396
ENSG00000143498	ENSP00000327072	ENST00000352967	TAF1A	196
ENSG00000143499	ENSP00000355924	ENST00000366957	SMYD2	219
ENSG00000143502	ENSP00000355843	ENST00000366878	SUSD4	144
ENSG00000143507	ENSP00000355866	ENST00000366899	DUSP10	208
ENSG00000143512	ENSP00000342118	ENST00000343410	HHIPL2	164
ENSG00000143514	ENSP00000341957	ENST00000343537	TP53BP2	569
ENSG00000143515	ENSP00000357475	ENST00000368489	ATP8B2	128
ENSG00000143520	ENSP00000373370	ENST00000388718	FLG2	239
ENSG00000143536	ENSP00000271835	ENST00000271835	CRNN	80
ENSG00000143537	ENSP00000349436	ENST00000356955	ADAM15	192
ENSG00000143543	ENSP00000271843	ENST00000271843	JTB	201
ENSG00000143545	ENSP00000357564	ENST00000368575	RAB13	172
ENSG00000143546	ENSP00000357722	ENST00000368733	S100A8	97
ENSG00000143549	ENSP00000498577	ENST00000651641	TPM3	1359
ENSG00000143552	ENSP00000357547	ENST00000368559	NUP210L	357
ENSG00000143553	ENSP00000357674	ENST00000368685	SNAPIN	194
ENSG00000143554	ENSP00000485061	ENST00000624995	SLC27A3	155
ENSG00000143556	ENSP00000357712	ENST00000368723	S100A7	40
ENSG00000143569	ENSP00000389445	ENST00000428931	UBAP2L	516
ENSG00000143570	ENSP00000348535	ENST00000356205	SLC39A1	186
ENSG00000143575	ENSP00000329002	ENST00000328703	HAX1	205
ENSG00000143578	ENSP00000357596	ENST00000368607	CREB3L4	181
ENSG00000143590	ENSP00000357393	ENST00000368408	EFNA3	166
ENSG00000143595	ENSP00000318355	ENST00000324978	AQP10	89
ENSG00000143603	ENSP00000271915	ENST00000271915	KCNN3	925
ENSG00000143612	ENSP00000357507	ENST00000368521	C1orf43	280
ENSG00000143614	ENSP00000357644	ENST00000368655	GATAD2B	505
ENSG00000143621	ENSP00000355011	ENST00000361891	ILF2	247
ENSG00000143622	ENSP00000357306	ENST00000368323	RIT1	159
ENSG00000143624	ENSP00000318641	ENST00000318967	INTS3	201
ENSG00000143627	ENSP00000339933	ENST00000342741	PKLR	531
ENSG00000143630	ENSP00000357342	ENST00000368358	HCN3	93
ENSG00000143631	ENSP00000357789	ENST00000368799	FLG	239
ENSG00000143632	ENSP00000355645	ENST00000366684	ACTA1	368
ENSG00000143633	ENSP00000355609	ENST00000366649	C1orf131	187
ENSG00000143641	ENSP00000355632	ENST00000366672	GALNT2	209
ENSG00000143643	ENSP00000355621	ENST00000366661	TTC13	201
ENSG00000143653	ENSP00000355467	ENST00000366510	SCCPDH	257
ENSG00000143669	ENSP00000374443	ENST00000389793	LYST	211
ENSG00000143674	ENSP00000355583	ENST00000366624	MAP3K21	207
ENSG00000143702	ENSP00000355500	ENST00000366542	CEP170	368
ENSG00000143727	ENSP00000272065	ENST00000272065	ACP1	190
ENSG00000143740	ENSP00000483253	ENST00000617596	SNAP47	1020
ENSG00000143742	ENSP00000305230	ENST00000304786	SRP9	219
ENSG00000143748	ENSP00000281701	ENST00000281701	NVL	214
ENSG00000143751	ENSP00000272091	ENST00000272091	SDE2	432
ENSG00000143753	ENSP00000316476	ENST00000323699	DEGS1	437
ENSG00000143756	ENSP00000355827	ENST00000366862	FBXO28	219
ENSG00000143761	ENSP00000272102	ENST00000272102	ARF1	703
ENSG00000143768	ENSP00000355785	ENST00000366820	LEFTY2	287
ENSG00000143771	ENSP00000420443	ENST00000465271	CNIH4	1018
ENSG00000143772	ENSP00000411152	ENST00000429204	ITPKB	265
ENSG00000143774	ENSP00000317659	ENST00000312726	GUK1	307
ENSG00000143776	ENSP00000355731	ENST00000366769	CDC42BPA	1461
ENSG00000143786	ENSP00000272133	ENST00000272133	CNIH3	1018
ENSG00000143793	ENSP00000272139	ENST00000272139	C1orf35	187
ENSG00000143797	ENSP00000302177	ENST00000305997	MBOAT2	1292
ENSG00000143799	ENSP00000355759	ENST00000366794	PARP1	212
ENSG00000143801	ENSP00000355747	ENST00000366783	PSEN2	205
ENSG00000143811	ENSP00000342502	ENST00000343818	PYCR2	713
ENSG00000143815	ENSP00000272163	ENST00000272163	LBR	603
ENSG00000143816	ENSP00000272164	ENST00000272164	WNT9A	194
ENSG00000143819	ENSP00000272167	ENST00000272167	EPHX1	347
ENSG00000143839	ENSP00000272190	ENST00000272190	REN	205
ENSG00000143842	ENSP00000356172	ENST00000367204	SOX13	200
ENSG00000143845	ENSP00000356170	ENST00000367202	ETNK2	883
ENSG00000143847	ENSP00000356209	ENST00000367240	PPFIA4	1037
ENSG00000143850	ENSP00000272203	ENST00000272203	PLEKHA6	188
ENSG00000143851	ENSP00000309116	ENST00000309017	PTPN7	131
ENSG00000143858	ENSP00000356237	ENST00000367268	SYT2	269
ENSG00000143862	ENSP00000272217	ENST00000272217	ARL8A	215
ENSG00000143867	ENSP00000272223	ENST00000272223	OSR1	203
ENSG00000143869	ENSP00000272224	ENST00000272224	GDF7	295
ENSG00000143870	ENSP00000272227	ENST00000272227	PDIA6	222
